"squirrel_id","sex","date","repro_stage","detail","grid","locx_obs","locy_obs","food_type","snow","year","year_type","locx_census","locy_census"
12422,"F","2013-03-24","mating",2,"KL","4.2","7.0","capital","snow","2013","non-mast","D.0","7.0"
10993,"F","2013-03-24","mating",2,"KL","11.6","0.8","capital","snow","2013","non-mast","K.5","0.5"
10993,"F","2013-03-24","mating",2,"KL","11.6","0.8","capital","snow","2013","non-mast","L.5","0.5"
12445,"M","2013-03-03","non-breeding",4,"KL","8.1","3.2","income","snow","2013","non-mast","I.0","5.0"
12678,"M","2013-04-08","mating",4,"KL","2.8","10.6","income","snow","2013","non-mast","B.5","10.5"
12036,"M","2013-04-08","mating",2,"KL","4.6","14.6","capital","snow","2013","non-mast",NA,NA
12036,"M","2013-04-08","mating",2,"KL","4.7","14.6","capital","snow","2013","non-mast",NA,NA
11266,"M","2013-04-08","mating",2,"KL","7.0","10.5","capital","snow","2013","non-mast","G.0","10.5"
12236,"M","2013-04-08","mating",2,"KL","4.9","11.0","capital","snow","2013","non-mast","E.0","11.0"
12705,"M","2013-04-08","mating",4,"KL","8.1","12.2","income","snow","2013","non-mast","E.0","14.5"
12705,"M","2013-04-08","mating",4,"KL","8.1","12.2","income","snow","2013","non-mast","H.0","12.0"
12908,"M","2013-04-08","mating",4,"KL","3.6","19.1","income","snow","2013","non-mast","C.5","19.0"
12209,"M","2013-04-08","mating",2,"KL","-7.2","11.0","capital","snow","2013","non-mast","-7.0","11.0"
12565,"M","2013-04-08","mating",2,"KL","-3.1","10.2","capital","snow","2013","non-mast","-3.0","10.0"
12445,"M","2013-03-27","mating",4,"KL","9.2","5.2","income","snow","2013","non-mast","I.0","5.0"
13179,"M","2013-03-29","mating",2,"KL","14.1","8.4","capital","snow","2013","non-mast","N.0","8.5"
13039,"M","2013-03-27","mating",4,"KL","7.0","3.5","income","snow","2013","non-mast","G.0","3.5"
13048,"M","2013-03-29","mating",2,"KL","3.3","2.5","capital","snow","2013","non-mast","C.0","2.5"
12542,"M","2013-04-01","mating",2,"KL","13.8","14.9","capital","snow","2013","non-mast","L.5","15.0"
12542,"M","2013-04-01","mating",2,"KL","13.8","14.9","capital","snow","2013","non-mast","M.5","15.0"
10047,"M","2013-03-29","mating",2,"KL","2.2","15.7","capital","snow","2013","non-mast","B.0","15.5"
11460,"M","2013-03-29","mating",2,"KL","8.6","3.4","capital","snow","2013","non-mast","H.5","3.5"
12657,"M","2013-03-29","mating",2,"KL","11.1","5.9","capital","snow","2013","non-mast","K.0","6.0"
12825,"M","2013-04-01","mating",4,"KL","6.9","5.2","income","snow","2013","non-mast","G.0","5.0"
11460,"M","2013-04-01","mating",2,"KL","8.5","3.1","capital","snow","2013","non-mast","H.5","3.5"
12445,"M","2013-04-01","mating",2,"KL","9.3","5.4","capital","snow","2013","non-mast","I.0","5.0"
13048,"M","2013-03-29","mating",2,"KL","3.3","2.3","capital","snow","2013","non-mast","C.0","2.5"
12657,"M","2013-04-01","mating",2,"KL","11.1","5.9","capital","snow","2013","non-mast","K.0","6.0"
12236,"M","2013-03-29","mating",2,"KL","5.0","10.9","capital","snow","2013","non-mast","E.0","11.0"
12209,"M","2013-04-01","mating",2,"KL","-7.1","11.1","capital","snow","2013","non-mast","-7.0","11.0"
11266,"M","2013-03-29","mating",2,"KL","7.2","10.6","capital","snow","2013","non-mast","G.0","10.5"
12565,"M","2013-04-01","mating",2,"KL","-3.2","10.1","capital","snow","2013","non-mast","-3.0","10.0"
12542,"M","2013-03-29","mating",2,"KL","13.5","15.2","capital","snow","2013","non-mast","L.5","15.0"
12542,"M","2013-03-29","mating",2,"KL","13.5","15.2","capital","snow","2013","non-mast","M.5","15.0"
11983,"M","2013-03-29","mating",2,"KL","10.5","19.0","capital","snow","2013","non-mast","J.5","19.0"
12036,"M","2013-03-29","mating",2,"KL","4.7","14.7","capital","snow","2013","non-mast",NA,NA
12825,"M","2013-04-03","mating",2,"KL","6.9","5.1","capital","snow","2013","non-mast","G.0","5.0"
12705,"M","2013-03-29","mating",4,"KL","8.1","12.2","income","snow","2013","non-mast","E.0","14.5"
12705,"M","2013-03-29","mating",4,"KL","8.1","12.2","income","snow","2013","non-mast","H.0","12.0"
13048,"M","2013-04-06","mating",4,"KL","3.1","2.7","income","snow","2013","non-mast","C.0","2.5"
10047,"M","2013-04-05","mating",4,"KL","2.2","15.4","income","snow","2013","non-mast","B.0","15.5"
12364,"M","2013-04-06","mating",2,"KL","10.0","10.6","capital","snow","2013","non-mast","J.0","11.0"
13039,"M","2013-04-06","mating",2,"KL","7.1","3.6","capital","snow","2013","non-mast","G.0","3.5"
12445,"M","2013-04-06","mating",2,"KL","9.3","4.9","capital","snow","2013","non-mast","I.0","5.0"
12363,"M","2013-04-06","mating",2,"KL","7.9","14.9","capital","snow","2013","non-mast","H.0","15.0"
13125,"M","2013-04-06","mating",2,"KL","12.0","17.0","capital","snow","2013","non-mast","K.5","17.0"
12542,"M","2013-04-06","mating",2,"KL","13.5","15.0","capital","snow","2013","non-mast","L.5","15.0"
12542,"M","2013-04-06","mating",2,"KL","13.5","15.0","capital","snow","2013","non-mast","M.5","15.0"
13179,"M","2013-04-06","mating",4,"KL","14.2","8.7","income","snow","2013","non-mast","N.0","8.5"
12611,"M","2013-04-05","mating",4,"KL","-5.4","8.8","income","snow","2013","non-mast",NA,NA
11266,"M","2013-04-05","mating",4,"KL","6.7","10.7","income","snow","2013","non-mast","G.0","10.5"
12007,"M","2013-04-07","mating",2,"KL","3.0","12.9","capital","snow","2013","non-mast","C.0","13.0"
12908,"M","2013-04-07","mating",2,"KL","3.7","18.8","capital","snow","2013","non-mast","C.5","19.0"
12036,"M","2013-04-07","mating",2,"KL","4.8","14.7","capital","snow","2013","non-mast",NA,NA
12036,"M","2013-04-07","mating",2,"KL","4.8","14.7","capital","snow","2013","non-mast",NA,NA
12705,"M","2013-04-07","mating",2,"KL","8.0","12.0","capital","snow","2013","non-mast","E.0","14.5"
12705,"M","2013-04-07","mating",2,"KL","8.0","12.0","capital","snow","2013","non-mast","H.0","12.0"
13048,"M","2013-04-12","mating",2,"KL","3.2","2.3","capital","snow","2013","non-mast","C.0","2.5"
13039,"M","2013-04-12","mating",4,"KL","7.0","3.5","income","snow","2013","non-mast","G.0","3.5"
13039,"M","2013-03-18","mating",4,"KL","7.1","3.3","income","snow","2013","non-mast","G.0","3.5"
12825,"M","2013-03-18","mating",2,"KL","6.2","7.9","capital","snow","2013","non-mast","G.0","5.0"
12705,"M","2013-03-19","mating",2,"KL","8.1","12.2","capital","snow","2013","non-mast","E.0","14.5"
12705,"M","2013-03-19","mating",2,"KL","8.1","12.2","capital","snow","2013","non-mast","H.0","12.0"
12363,"M","2013-03-19","mating",4,"KL","7.9","14.8","income","snow","2013","non-mast","H.0","15.0"
12364,"M","2013-03-19","mating",4,"KL","9.8","11.0","income","snow","2013","non-mast","J.0","11.0"
12542,"M","2013-03-19","mating",2,"KL","13.7","14.9","capital","snow","2013","non-mast","L.5","15.0"
12542,"M","2013-03-19","mating",2,"KL","13.7","14.9","capital","snow","2013","non-mast","M.5","15.0"
13039,"M","2013-03-19","mating",4,"KL","7.0","3.5","income","snow","2013","non-mast","G.0","3.5"
11460,"M","2013-03-19","mating",4,"KL","8.8","3.4","income","snow","2013","non-mast","H.5","3.5"
13125,"M","2013-03-20","mating",2,"KL","12.5","16.9","capital","snow","2013","non-mast","K.5","17.0"
13039,"M","2013-03-20","mating",2,"KL","7.0","3.9","capital","snow","2013","non-mast","G.0","3.5"
12830,"M","2013-04-13","mating",4,"KL","-2.7","13.0","income","snow","2013","non-mast","-2.5","13.0"
12565,"M","2013-04-13","mating",2,"KL","-3.1","10.3","capital","snow","2013","non-mast","-3.0","10.0"
12209,"M","2013-04-14","mating",2,"KL","-7.6","12.4","capital","snow","2013","non-mast","-7.0","11.0"
12363,"M","2013-04-13","mating",4,"KL","8.1","15.1","income","snow","2013","non-mast","H.0","15.0"
12236,"M","2013-04-13","mating",4,"KL","5.0","11.8","income","snow","2013","non-mast","E.0","11.0"
12236,"M","2013-04-13","mating",4,"KL","5.0","10.8","income","snow","2013","non-mast","E.0","11.0"
11266,"M","2013-04-13","mating",2,"KL","7.1","10.7","capital","snow","2013","non-mast","G.0","10.5"
12705,"M","2013-04-13","mating",4,"KL","4.9","14.7","income","snow","2013","non-mast","E.0","14.5"
12705,"M","2013-04-13","mating",4,"KL","4.9","14.7","income","snow","2013","non-mast","H.0","12.0"
11017,"M","2013-04-15","mating",4,"SU","14.0","9.2","income","snow","2013","non-mast","N.0","9.0"
12522,"M","2013-04-15","mating",2,"SU","8.2","4","capital","snow","2013","non-mast","E.0","3.5"
13129,"M","2013-04-15","mating",2,"SU","14.0","5.6","capital","snow","2013","non-mast","N.0","5.5"
13130,"F","2013-04-15","mating",4,"SU","8.2","4.1","income","snow","2013","non-mast","H.0","4.0"
11621,"M","2013-04-15","mating",2,"KL","9.8","20.3","capital","snow","2013","non-mast","F.0","18.5"
11983,"M","2013-04-15","mating",2,"KL","10.6","19","capital","snow","2013","non-mast","J.5","19.0"
12445,"M","2013-04-15","mating",2,"KL","9.2","5","capital","snow","2013","non-mast","I.0","5.0"
12235,"M","2013-04-15","mating",4,"KL","14.9","14.7","income","snow","2013","non-mast","M.0","14.0"
12908,"M","2013-04-15","mating",2,"KL","3.7","18.8","capital","snow","2013","non-mast","C.5","19.0"
12908,"M","2013-04-15","mating",2,"KL","3.7","19","capital","snow","2013","non-mast","C.5","19.0"
13048,"M","2013-04-15","mating",4,"KL","3.1","2.9","income","snow","2013","non-mast","C.0","2.5"
13048,"M","2013-04-15","mating",2,"KL","3.0","2.5","capital","snow","2013","non-mast","C.0","2.5"
12678,"M","2013-04-16","mating",4,"KL","2.8","10.7","income","snow","2013","non-mast","B.5","10.5"
10531,"M","2013-03-20","mating",4,"KL","6.1","6.6","income","snow","2013","non-mast","F.0","6.5"
12445,"M","2013-03-20","mating",3,"KL","8.8","6.2","income","snow","2013","non-mast","I.0","5.0"
13048,"M","2013-03-20","mating",2,"KL","3.0","2.5","capital","snow","2013","non-mast","C.0","2.5"
13048,"M","2013-03-20","mating",2,"KL","3.0","2.5","capital","snow","2013","non-mast","C.0","2.5"
10531,"M","2013-03-23","mating",2,"KL","6.0","6.4","capital","snow","2013","non-mast","F.0","6.5"
11460,"M","2013-03-24","mating",2,"KL","8.7","3.4","capital","snow","2013","non-mast","H.5","3.5"
11460,"M","2013-03-23","mating",4,"KL","8.7","3.4","income","snow","2013","non-mast","H.5","3.5"
11460,"M","2013-03-23","mating",2,"KL","8.7","3.4","capital","snow","2013","non-mast","H.5","3.5"
11945,"M","2013-03-24","mating",2,"KL","14.0","1.4","capital","snow","2013","non-mast","N.0","1.5"
12210,"F","2013-03-23","mating",2,"KL","-2.8","8","capital","snow","2013","non-mast",NA,NA
12236,"M","2013-03-24","mating",4,"KL","4.7","10.9","income","snow","2013","non-mast","E.0","11.0"
12236,"M","2013-03-23","mating",4,"KL","4.8","10.9","income","snow","2013","non-mast","E.0","11.0"
12363,"M","2013-03-22","mating",2,"KL","7.9","14.9","capital","snow","2013","non-mast","H.0","15.0"
12363,"M","2013-03-24","mating",2,"KL","7.8","14.9","capital","snow","2013","non-mast","H.0","15.0"
12364,"M","2013-03-23","mating",2,"KL","10.1","11.3","capital","snow","2013","non-mast","J.0","11.0"
12542,"M","2013-03-22","mating",2,"KL","13.7","14.9","capital","snow","2013","non-mast","L.5","15.0"
12542,"M","2013-03-22","mating",2,"KL","13.7","14.9","capital","snow","2013","non-mast","M.5","15.0"
12564,"M","2013-03-23","mating",4,"KL","-4.7","11.8","income","snow","2013","non-mast","-5.0","12.0"
12565,"M","2013-03-23","mating",2,"KL","-3.2","10.2","capital","snow","2013","non-mast","-3.0","10.0"
12576,"M","2013-03-23","mating",4,"KL","-0.1","5.6","income","snow","2013","non-mast","0.0","5.0"
12657,"M","2013-03-23","mating",2,"KL","11.0","5.9","capital","snow","2013","non-mast","K.0","6.0"
12657,"M","2013-03-24","mating",2,"KL","11.2","6","capital","snow","2013","non-mast","K.0","6.0"
12657,"M","2013-03-22","mating",2,"KL","11.0","5.8","capital","snow","2013","non-mast","K.0","6.0"
12825,"M","2013-03-24","mating",4,"KL","6.8","5.2","income","snow","2013","non-mast","G.0","5.0"
13010,"F","2013-03-22","mating",2,"KL","3.5","0.5","capital","snow","2013","non-mast","C.5","0.5"
13048,"M","2013-03-22","mating",2,"KL","3.2","2.4","capital","snow","2013","non-mast","C.0","2.5"
13048,"M","2013-03-22","mating",2,"KL","3.1","2.4","capital","snow","2013","non-mast","C.0","2.5"
13179,"M","2013-03-22","mating",2,"KL","13.9","8.4","capital","snow","2013","non-mast","N.0","8.5"
13179,"M","2013-03-23","mating",4,"KL","13.9","8.5","income","snow","2013","non-mast","N.0","8.5"
13179,"M","2013-03-23","mating",4,"KL","13.9","8.6","income","snow","2013","non-mast","N.0","8.5"
10654,"F","2013-04-17","mating",4,"SU","5.2","1.5","income","snow","2013","non-mast","E.5","1.5"
12180,"F","2013-04-17","mating",4,"SU","11.4","14.7","income","snow","2013","non-mast","K.5","15.0"
12613,"M","2013-04-17","mating",4,"KL","-7.3","9.1","income","snow","2013","non-mast","-7.5","9.0"
12613,"M","2013-04-17","mating",4,"KL","-7.3","9.1","income","snow","2013","non-mast","-6.5","9.0"
11266,"M","2013-03-24","mating",2,"KL","7.1","10.5","capital","snow","2013","non-mast","G.0","10.5"
11460,"M","2013-03-25","mating",2,"KL","8.7","3.4","capital","snow","2013","non-mast","H.5","3.5"
12629,"F","2013-03-24","mating",2,"KL","-5.4","8.8","capital","snow","2013","non-mast","-4.5","10.0"
12827,"F","2013-03-24","mating",2,"KL","-0.2","11.9","capital","snow","2013","non-mast","-0.5","12.0"
13039,"M","2013-03-24","mating",5,"KL","10.1","0.8","income","snow","2013","non-mast","G.0","3.5"
12629,"F","2013-04-19","mating",2,"KL","6","11.2","capital","snow","2013","non-mast","-4.5","10.0"
13085,"F","2013-04-19","mating",4,"SU","9.6","6.1","income","snow","2013","non-mast","I.5","6.0"
13085,"F","2013-04-19","mating",4,"SU","9.6","6.1","income","snow","2013","non-mast","H.5","5.0"
12629,"F","2013-04-21","mating",2,"KL","-6","11.2","capital","snow","2013","non-mast","-4.5","10.0"
11313,"F","2013-04-21","mating",3,"SU","21.4","2.6","income","snow","2013","non-mast",NA,NA
11943,"F","2013-04-21","mating",4,"SU","21.3","1","income","snow","2013","non-mast","U.0","1.0"
10046,"F","2013-04-22","mating",2,"KL","0.6","3.2","capital","snow","2013","non-mast","A.0","3.5"
10046,"F","2013-04-22","mating",2,"KL","0.6","3.2","capital","snow","2013","non-mast","0.5","2.5"
12190,"F","2013-04-22","mating",3,"KL","-1.8","3.9","income","snow","2013","non-mast","-2.5","4.5"
13123,"M","2013-04-22","mating",2,"KL","-6","11","capital","snow","2013","non-mast","-6.0","11.0"
11460,"M","2013-03-27","mating",2,"KL","8.8","3.5","capital","snow","2013","non-mast","H.5","3.5"
11460,"M","2013-03-26","mating",2,"KL","8.7","3.2","capital","snow","2013","non-mast","H.5","3.5"
12364,"M","2013-03-26","mating",2,"KL","10.1","11.4","capital","snow","2013","non-mast","J.0","11.0"
12364,"M","2013-03-30","mating",2,"KL","10.3","11.4","capital","snow","2013","non-mast","J.0","11.0"
12445,"M","2013-03-30","mating",4,"KL","9.5","4.9","income","snow","2013","non-mast","I.0","5.0"
12542,"M","2013-03-27","mating",2,"KL","13.8","14.8","capital","snow","2013","non-mast","L.5","15.0"
12542,"M","2013-03-27","mating",2,"KL","13.8","14.8","capital","snow","2013","non-mast","M.5","15.0"
12542,"M","2013-03-30","mating",2,"KL","13.7","14.9","capital","snow","2013","non-mast","L.5","15.0"
12542,"M","2013-03-30","mating",2,"KL","13.7","14.9","capital","snow","2013","non-mast","M.5","15.0"
12564,"M","2013-03-30","mating",2,"KL","-4.7","11.8","capital","snow","2013","non-mast","-5.0","12.0"
12565,"M","2013-03-30","mating",2,"KL","-3.3","10.4","capital","snow","2013","non-mast","-3.0","10.0"
12565,"M","2013-03-29","mating",2,"KL","-3.2","10.2","capital","snow","2013","non-mast","-3.0","10.0"
12611,"M","2013-03-30","mating",4,"KL","-5.2","8.2","income","snow","2013","non-mast",NA,NA
12657,"M","2013-03-27","mating",2,"KL","11.1","5.9","capital","snow","2013","non-mast","K.0","6.0"
12657,"M","2013-03-26","mating",4,"KL","11.0","5.8","income","snow","2013","non-mast","K.0","6.0"
12678,"M","2013-03-26","mating",2,"KL","2.6","10.4","capital","snow","2013","non-mast","B.5","10.5"
12705,"M","2013-03-30","mating",2,"KL","8.2","12.2","capital","snow","2013","non-mast","E.0","14.5"
12705,"M","2013-03-30","mating",2,"KL","8.2","12.2","capital","snow","2013","non-mast","H.0","12.0"
12825,"M","2013-03-26","mating",2,"KL","6.9","5.3","capital","snow","2013","non-mast","G.0","5.0"
13039,"M","2013-03-26","mating",2,"KL","7.1","3.6","capital","snow","2013","non-mast","G.0","3.5"
13048,"M","2013-03-26","mating",2,"KL","3.2","2.5","capital","snow","2013","non-mast","C.0","2.5"
13125,"M","2013-03-26","mating",2,"KL","12.5","16.9","capital","snow","2013","non-mast","K.5","17.0"
12364,"M","2013-03-31","mating",2,"KL","10.3","11.3","capital","snow","2013","non-mast","J.0","11.0"
13039,"M","2013-04-02","mating",2,"KL","7.4","3.2","capital","snow","2013","non-mast","G.0","3.5"
13048,"M","2013-04-02","mating",2,"KL","3.2","2.4","capital","snow","2013","non-mast","C.0","2.5"
12908,"M","2013-04-02","mating",2,"KL","3.6","19.1","capital","snow","2013","non-mast","C.5","19.0"
12705,"M","2013-04-02","mating",2,"KL","8.0","12.1","capital","snow","2013","non-mast","E.0","14.5"
12705,"M","2013-04-02","mating",2,"KL","8.0","12.1","capital","snow","2013","non-mast","H.0","12.0"
12565,"M","2013-04-03","mating",2,"KL","-3.2","10.1","capital","snow","2013","non-mast","-3.0","10.0"
12576,"M","2013-04-03","mating",4,"KL","0.0","5.1","income","snow","2013","non-mast","0.0","5.0"
12705,"M","2013-04-03","mating",4,"KL","8.2","12.0","income","snow","2013","non-mast","E.0","14.5"
12705,"M","2013-04-03","mating",4,"KL","8.2","12.0","income","snow","2013","non-mast","H.0","12.0"
12705,"M","2013-04-03","mating",2,"KL","8.0","12.1","capital","snow","2013","non-mast","E.0","14.5"
12705,"M","2013-04-03","mating",2,"KL","8.0","12.1","capital","snow","2013","non-mast","H.0","12.0"
12209,"M","2013-04-03","mating",2,"KL","-7.1","11.1","capital","snow","2013","non-mast","-7.0","11.0"
12825,"M","2013-04-05","mating",2,"KL","6.8","5.4","capital","snow","2013","non-mast","G.0","5.0"
12825,"M","2013-04-05","mating",2,"KL","6.8","5.2","capital","snow","2013","non-mast","G.0","5.0"
12017,"M","2013-04-05","mating",2,"KL","5.1","1.1","capital","snow","2013","non-mast","E.0","1.0"
11983,"M","2013-04-05","mating",2,"KL","10.4","19.3","capital","snow","2013","non-mast","J.5","19.0"
11983,"M","2013-04-05","mating",2,"KL","10.3","18.9","capital","snow","2013","non-mast","J.5","19.0"
12542,"M","2013-04-05","mating",2,"KL","13.8","15.0","capital","snow","2013","non-mast","L.5","15.0"
12542,"M","2013-04-05","mating",2,"KL","13.8","15.0","capital","snow","2013","non-mast","M.5","15.0"
11460,"M","2013-04-05","mating",4,"KL","9.1","3.0","income","snow","2013","non-mast","H.5","3.5"
12445,"M","2013-04-05","mating",4,"KL","9.2","5.0","income","snow","2013","non-mast","I.0","5.0"
12209,"M","2013-04-06","mating",2,"KL","-7.1","11.1","capital","snow","2013","non-mast","-7.0","11.0"
12830,"M","2013-04-06","mating",2,"KL","-2.6","12.4","capital","snow","2013","non-mast","-2.5","13.0"
12565,"M","2013-04-06","mating",2,"KL","-3.2","10.2","capital","snow","2013","non-mast","-3.0","10.0"
12705,"M","2013-04-06","mating",2,"KL","8.1","12.1","capital","snow","2013","non-mast","E.0","14.5"
12705,"M","2013-04-06","mating",2,"KL","8.1","12.1","capital","snow","2013","non-mast","H.0","12.0"
12705,"M","2013-04-06","mating",4,"KL","7.5","12.3","income","snow","2013","non-mast","E.0","14.5"
12705,"M","2013-04-06","mating",4,"KL","7.5","12.3","income","snow","2013","non-mast","H.0","12.0"
12363,"M","2013-04-06","mating",2,"KL","8.2","14.7","capital","snow","2013","non-mast","H.0","15.0"
11983,"M","2013-04-07","mating",2,"KL","10.5","18.9","capital","snow","2013","non-mast","J.5","19.0"
13179,"M","2013-04-07","mating",2,"KL","13.9","8.7","capital","snow","2013","non-mast","N.0","8.5"
12657,"M","2013-04-07","mating",2,"KL","11.0","5.9","capital","snow","2013","non-mast","K.0","6.0"
13048,"M","2013-04-07","mating",2,"KL","3.0","2.4","capital","snow","2013","non-mast","C.0","2.5"
12705,"M","2013-04-07","mating",2,"KL","8.2","12.2","capital","snow","2013","non-mast","E.0","14.5"
12705,"M","2013-04-07","mating",2,"KL","8.2","12.2","capital","snow","2013","non-mast","H.0","12.0"
11220,"F","2013-04-22","mating",3,"KL","6.0","1.1","income","snow","2013","non-mast","G.0","1.0"
12285,"F","2013-04-22","mating",2,"KL","6.0","0.4","capital","snow","2013","non-mast","F.0","1.0"
10918,"F","2013-04-23","mating",4,"SU","3.0","18.2","income","snow","2013","non-mast","C.0","18.0"
11313,"F","2013-04-23","mating",3,"SU","21.0","3","income","snow","2013","non-mast",NA,NA
12140,"M","2013-04-23","mating",3,"SU","20.0","0.5","income","snow","2013","non-mast","Q.5","6.0"
12140,"M","2013-04-23","mating",3,"SU","20.0","0.5","income","snow","2013","non-mast","R.0","4.0"
11621,"M","2013-04-23","mating",2,"KL","6.0","18.4","capital","snow","2013","non-mast","F.0","18.5"
12678,"M","2013-04-23","mating",4,"KL","2.7","10.8","income","snow","2013","non-mast","B.5","10.5"
12705,"M","2013-04-23","mating",4,"KL","4.6","14.5","income","snow","2013","non-mast","E.0","14.5"
12705,"M","2013-04-23","mating",4,"KL","4.6","14.5","income","snow","2013","non-mast","H.0","12.0"
13179,"M","2013-04-08","mating",2,"KL","13.9","1.4","capital","snow","2013","non-mast","N.0","8.5"
11945,"M","2013-04-08","mating",2,"KL","14.1","1.4","capital","snow","2013","non-mast","N.0","1.5"
13039,"M","2013-04-08","mating",2,"KL","6.9","3.4","capital","snow","2013","non-mast","G.0","3.5"
12825,"M","2013-04-08","mating",2,"KL","6.9","5.2","capital","snow","2013","non-mast","G.0","5.0"
12825,"M","2013-04-08","mating",2,"KL","7.0","5.1","capital","snow","2013","non-mast","G.0","5.0"
11460,"M","2013-04-08","mating",2,"KL","8.7","3.4","capital","snow","2013","non-mast","H.5","3.5"
12657,"M","2013-04-08","mating",4,"KL","10.8","6.0","income","snow","2013","non-mast","K.0","6.0"
12017,"M","2013-04-08","mating",2,"KL","5.1","1.1","capital","snow","2013","non-mast","E.0","1.0"
11983,"M","2013-04-08","mating",2,"KL","10.4","18.9","capital","snow","2013","non-mast","J.5","19.0"
11460,"M","2013-04-10","mating",2,"KL","8.6","3.5","capital","snow","2013","non-mast","H.5","3.5"
12445,"M","2013-04-10","mating",2,"KL","9.2","5.0","capital","snow","2013","non-mast","I.0","5.0"
12445,"M","2013-04-10","mating",2,"KL","9.6","4.9","capital","snow","2013","non-mast","I.0","5.0"
12657,"M","2013-04-10","mating",4,"KL","11.1","6.3","income","snow","2013","non-mast","K.0","6.0"
13039,"M","2013-04-10","mating",2,"KL","7.1","3.5","capital","snow","2013","non-mast","G.0","3.5"
12705,"M","2013-04-12","mating",2,"KL","4.7","14.5","capital","snow","2013","non-mast","E.0","14.5"
12705,"M","2013-04-12","mating",2,"KL","4.7","14.5","capital","snow","2013","non-mast","H.0","12.0"
12908,"M","2013-04-12","mating",4,"KL","3.7","19.1","income","snow","2013","non-mast","C.5","19.0"
12908,"M","2013-04-12","mating",2,"KL","3.7","19.0","capital","snow","2013","non-mast","C.5","19.0"
12364,"M","2013-04-12","mating",2,"KL","10.2","11.4","capital","snow","2013","non-mast","J.0","11.0"
12542,"M","2013-04-13","mating",2,"KL","13.9","15.1","capital","snow","2013","non-mast","L.5","15.0"
12542,"M","2013-04-13","mating",2,"KL","13.9","15.1","capital","snow","2013","non-mast","M.5","15.0"
13179,"M","2013-04-13","mating",4,"KL","14.1","1.6","income","snow","2013","non-mast","N.0","8.5"
13039,"M","2013-04-13","mating",2,"KL","7.2","3.5","capital","snow","2013","non-mast","G.0","3.5"
13039,"M","2013-04-13","mating",4,"KL","7.2","3.2","income","snow","2013","non-mast","G.0","3.5"
11460,"M","2013-04-13","mating",4,"KL","8.7","3.3","income","snow","2013","non-mast","H.5","3.5"
13048,"M","2013-04-13","mating",2,"KL","3.2","2.5","capital","snow","2013","non-mast","C.0","2.5"
12364,"M","2013-04-13","mating",2,"KL","10.3","10.6","capital","snow","2013","non-mast","J.0","11.0"
12678,"M","2013-04-14","mating",2,"KL","2.6","10.7","capital","snow","2013","non-mast","B.5","10.5"
10047,"M","2013-04-14","mating",4,"KL","1.6","14.6","income","snow","2013","non-mast","B.0","15.5"
